id,features
5815,"[-0.2276497185230255, 0.40114960074424744, 1.3813914060592651, -0.10477305203676224, -0.5079333782196045, -1.878764271736145, 1.6257110834121704, 0.1207890436053276, -1.131649136543274, 1.436331033706665]"
5825,"[-0.9408925771713257, -0.0759783387184143, 0.27734294533729553, 0.5891832709312439, 0.08899174630641937, -2.6935040950775146, 1.4226547479629517, 0.06396786868572235, -0.6893035769462585, 1.6526278257369995]"
5835,"[-1.0399665832519531, 0.222622811794281, 1.0411359071731567, 1.122227668762207, 0.16040800511837006, -2.1135919094085693, 1.4019092321395874, 0.0521068312227726, -0.8897969722747803, 1.1630418300628662]"
5845,"[-0.9361059069633484, 0.2181502878665924, 0.8668645620346069, 0.7696028351783752, 0.11611978709697723, -2.137294292449951, 2.0864272117614746, 0.4262813329696655, -1.2375589609146118, 1.1034818887710571]"
5855,"[-0.40041497349739075, -0.3709661662578583, 0.9708900451660156, 1.5069572925567627, 0.7574863433837891, -2.3676552772521973, 1.7103374004364014, 0.18973326683044434, -0.2520451843738556, 0.8500909209251404]"
5865,"[-1.0077836513519287, -0.2665608823299408, 0.5606599450111389, 0.5444695353507996, -0.5192575454711914, -2.714980125427246, 0.7561019659042358, 0.6593853831291199, -0.45799416303634644, 1.2038804292678833]"
5875,"[-0.476184606552124, 0.3920881748199463, 0.9393256902694702, 0.6242356896400452, -0.44804826378822327, -2.594609498977661, 2.0147671699523926, -0.24063724279403687, -0.5144970417022705, 1.3000903129577637]"
5885,"[-0.7010225653648376, -0.3489646017551422, 0.8698082566261292, 0.7029716372489929, -0.6218692064285278, -2.3420238494873047, 2.0673108100891113, 0.42157885432243347, -0.665343701839447, 1.2745434045791626]"
5895,"[-0.5032854676246643, 1.9370793104171753, 1.3980761766433716, 0.09036368131637573, -0.7378191947937012, -2.4058988094329834, 0.9436979293823242, 0.7687286138534546, 0.6490361094474792, 0.406934916973114]"
5905,"[-1.7557185888290405, 0.31338146328926086, 1.5478984117507935, 0.7372205257415771, 0.3343902826309204, -2.122941017150879, 0.9995518922805786, -1.299782395362854, -0.7548010945320129, 0.611036479473114]"
5915,"[-0.598305881023407, -0.08363496512174606, 0.573150634765625, 0.45442643761634827, 0.30952394008636475, -2.5717275142669678, 2.1158359050750732, 0.4350874423980713, 0.39759358763694763, 1.7898975610733032]"
5925,"[-1.352376103401184, 0.5396603345870972, 0.8327315449714661, 0.581704318523407, 0.0860375240445137, -2.282008171081543, 1.0563138723373413, 0.20856136083602905, -0.8268934488296509, 0.6716353893280029]"
5935,"[-0.6176663637161255, 0.3876945376396179, -0.5167925953865051, 1.0096606016159058, -0.039731964468955994, -2.6867165565490723, 2.4053823947906494, 0.5465236902236938, 0.3959157466888428, 0.29470914602279663]"
5945,"[0.46987760066986084, -0.801823616027832, 2.377216339111328, -0.38930174708366394, -1.4612864255905151, -2.251730442047119, 0.6951503157615662, 1.5316028594970703, 0.17781241238117218, 0.12196002900600433]"
5955,"[-0.7111344933509827, 0.07848139107227325, 0.7211869955062866, 1.2178703546524048, 0.3433593809604645, -2.1767983436584473, 1.6202642917633057, 0.1410847157239914, -0.8068060278892517, 0.972037672996521]"
5965,"[-1.2824583053588867, -0.34764593839645386, -0.15383855998516083, 1.8202226161956787, -1.1090275049209595, -2.568528890609741, 1.3333263397216797, -0.7921762466430664, 0.31771063804626465, 2.313478469848633]"
5975,"[-0.3700479567050934, -0.40453624725341797, 1.049033761024475, 1.3980032205581665, -0.4006369709968567, -2.8030879497528076, -0.06745155900716782, 1.0843147039413452, 0.1973176747560501, 1.250889778137207]"
5985,"[-1.0501803159713745, 0.07729650288820267, 0.6533941626548767, 0.7939921021461487, -0.5753769874572754, -1.7029154300689697, 1.9813841581344604, 0.6683081388473511, -0.6836454272270203, 1.534432291984558]"
5995,"[-1.5305755138397217, -1.0103178024291992, 0.5611335039138794, 0.9437240958213806, -0.33282145857810974, -2.5203418731689453, 1.5729447603225708, 0.3534180819988251, -0.44755280017852783, 0.7255922555923462]"
6005,"[-0.5183060169219971, 0.12170220911502838, 0.42781510949134827, 0.7116665244102478, 0.5627463459968567, -2.7119569778442383, 1.7337944507598877, 0.18394190073013306, -0.8081545233726501, 0.4562937319278717]"
6015,"[-0.6702252626419067, -0.9418933987617493, 0.5888323187828064, 0.5275287628173828, -0.4323165714740753, -1.705316185951233, 1.2243824005126953, 1.139100193977356, -0.6628255844116211, 2.323028087615967]"
6025,"[-1.1361615657806396, -0.17247405648231506, 0.8672261238098145, 0.6854233145713806, -0.7749770283699036, -2.6124162673950195, 1.0448349714279175, 0.29736608266830444, -0.785664439201355, 1.4269514083862305]"
6035,"[-0.15070970356464386, -0.8848937749862671, 0.5822311043739319, 0.6365868449211121, 0.5407883524894714, -2.708432912826538, 0.49533385038375854, 0.03602176532149315, -0.8586331009864807, 1.7141517400741577]"
6,"[-1.8130700588226318, -0.2546408772468567, 0.5524470210075378, 1.718554139137268, 0.22176377475261688, -1.9902540445327759, 1.2543193101882935, 0.22739386558532715, 0.3966449201107025, 0.3307853937149048]"
16,"[-1.934065341949463, -0.9437845349311829, 0.6264165639877319, 1.423758625984192, -0.5999671220779419, -2.095019817352295, 0.5428277850151062, 0.32214605808258057, -0.4037480056285858, 1.5058584213256836]"
26,"[-0.30247926712036133, -0.7019121646881104, 0.1688649207353592, 1.0742056369781494, 0.010713128373026848, -2.146594524383545, 1.7719683647155762, 0.683059573173523, 0.25488486886024475, 0.49415919184684753]"
36,"[-1.3404592275619507, 0.09964320808649063, 0.37603631615638733, 0.9068098664283752, -0.17632846534252167, -2.6627113819122314, 1.9206483364105225, 0.34815916419029236, -0.18525026738643646, 1.3184118270874023]"
46,"[-1.87529718875885, 2.453540802001953, -1.4402036666870117, 0.3667123317718506, 1.0876901149749756, -1.2291641235351562, 1.5609180927276611, 0.04920240491628647, -0.7750319838523865, -0.9653021097183228]"
56,"[-0.614780068397522, 0.6288701295852661, 0.8220866322517395, 1.8193944692611694, -1.0358701944351196, -2.1243937015533447, 1.5103917121887207, 0.10534022748470306, -1.1737254858016968, 1.1480121612548828]"
66,"[-0.8213179707527161, 0.8964657783508301, -1.3962467908859253, 0.5312087535858154, -1.5508800745010376, -2.760432481765747, 2.159041404724121, 0.7062435746192932, 0.9679332375526428, 1.4254313707351685]"
76,"[-1.0202146768569946, -0.06490565091371536, 0.6519587635993958, 0.2734510600566864, -0.7106698155403137, -2.5396690368652344, 2.1239144802093506, 0.3001096546649933, -0.329019159078598, 1.2092642784118652]"
86,"[-2.2555534839630127, 0.41418197751045227, -0.4900553822517395, 1.7924762964248657, -0.24019569158554077, -2.290566921234131, 2.4247286319732666, -0.7664171457290649, 0.363579124212265, 0.3294011950492859]"
96,"[-0.9534075260162354, -0.655707597732544, 0.7161598801612854, 0.9874475002288818, -0.7606391906738281, -2.2824392318725586, 0.35809826850891113, 0.11523523181676865, -0.09260023385286331, 1.2103040218353271]"
106,"[-0.8144263625144958, -0.3615788519382477, 0.8652564883232117, 1.8224079608917236, -0.9750491976737976, -1.7918975353240967, 1.1705518960952759, 0.38551759719848633, -0.9838452935218811, 1.535084843635559]"
116,"[-1.0099389553070068, 0.8193777203559875, 0.2808060944080353, 0.8611642122268677, 0.4376298487186432, -2.7604146003723145, 1.6457691192626953, -0.12418721616268158, -0.9143909811973572, 0.3859209716320038]"
126,"[-0.6126285791397095, 0.9451339244842529, 0.3748956322669983, 1.2472987174987793, 0.7007898688316345, -2.5706381797790527, 0.424315482378006, 1.5110903978347778, -0.6865599751472473, 1.5724620819091797]"
136,"[-0.4423123896121979, 1.0161572694778442, 1.5711336135864258, -0.5317856669425964, 0.6979386806488037, -1.7354118824005127, 0.9255527853965759, 0.9181040525436401, -0.9374905228614807, -0.5852010250091553]"
146,"[-0.8329025506973267, -0.07068271934986115, 0.8283646702766418, 1.0132167339324951, -0.9844164848327637, -2.030653715133667, 1.4010648727416992, 0.4520796835422516, -0.8057078123092651, 1.2518686056137085]"
156,"[-0.9185312986373901, -0.8303217887878418, 0.9904636144638062, 1.5840253829956055, -0.33222657442092896, -2.343842029571533, 1.9556939601898193, 0.4171222746372223, 0.30472904443740845, 0.7726278901100159]"
166,"[-0.9761437773704529, 0.567610502243042, 0.6033453345298767, 0.5049484968185425, -0.14974693953990936, -2.3976268768310547, 1.5313910245895386, 0.4795791208744049, -0.4080164134502411, 1.0321251153945923]"
176,"[-1.0933979749679565, -0.7191891074180603, -0.10840427130460739, 1.928670048713684, -0.09254994243383408, -3.2309353351593018, 0.6553821563720703, -0.08707583695650101, 0.3826048672199249, 0.7207362055778503]"
186,"[-0.6450854539871216, 0.1407453864812851, 0.2966403365135193, 1.1592228412628174, -0.09451097249984741, -2.7672345638275146, 2.433659791946411, 0.18205077946186066, -0.4502207338809967, 1.2384672164916992]"
196,"[-1.120978832244873, -0.21037240326404572, 0.84034663438797, -0.4313085973262787, -0.3912335932254791, -1.5954631567001343, 1.6060363054275513, 0.4515971839427948, -0.7485182285308838, 2.3098950386047363]"
206,"[-0.5462510585784912, -0.8202384114265442, -2.874718427658081, 0.16755592823028564, -0.6969285011291504, -2.2173209190368652, 2.5606026649475098, -0.4746837615966797, -1.726500391960144, 1.3441256284713745]"
216,"[-0.5915666222572327, 0.000960003410000354, 0.6557595729827881, 0.7533649206161499, -0.48320484161376953, -2.423940896987915, 1.581121802330017, -0.15434591472148895, 0.552150547504425, 0.5851861834526062]"
226,"[-1.2032634019851685, 0.3253985345363617, -0.3592876195907593, 1.0568468570709229, -1.0030183792114258, -1.2389771938323975, 2.7628276348114014, 1.370934247970581, 0.3320104777812958, 2.1906521320343018]"
236,"[-0.1274229735136032, 0.43867921829223633, -0.12127002328634262, 2.7551629543304443, -0.5432993769645691, -1.6896147727966309, 1.7028224468231201, 0.20715045928955078, -0.8410655856132507, 1.925105333328247]"
246,"[-1.1908655166625977, 1.2482903003692627, -1.0336642265319824, 1.3391591310501099, 0.09084635227918625, -1.7246779203414917, 2.689375162124634, 1.5696442127227783, -0.20413264632225037, 1.565342664718628]"
256,"[-0.6859492063522339, -0.3230622112751007, 0.9295059442520142, 0.33571261167526245, -0.3749774694442749, -3.0818166732788086, 0.8772578835487366, 0.4925365447998047, -0.8305472731590271, 1.0280821323394775]"
266,"[-0.6983769536018372, 0.4468736946582794, 0.8064486980438232, 1.708672046661377, -1.316470742225647, -2.3057117462158203, 1.3867930173873901, 0.5078980326652527, -0.7105339765548706, 1.1909927129745483]"
276,"[-0.04769391193985939, 0.6099703907966614, 0.5830852389335632, 0.5929836630821228, -0.28281959891319275, -2.6117146015167236, 1.3485952615737915, -0.6588802933692932, -0.2066023051738739, 1.6867088079452515]"
286,"[-0.379325807094574, 0.21096724271774292, 0.5590869188308716, 0.6063650846481323, -0.5921913981437683, -2.3563685417175293, 0.8490064144134521, 0.8552247285842896, -0.32320719957351685, 2.1936240196228027]"
296,"[-2.292569160461426, -0.6439964771270752, -0.15309977531433105, 1.3286181688308716, -0.8698751330375671, -1.0877357721328735, 3.095693349838257, 0.5959922671318054, -0.7072069048881531, 0.31094890832901]"
306,"[-1.4265414476394653, 0.14397987723350525, 0.02061701938509941, 1.133901596069336, -0.36645153164863586, -2.703284740447998, 1.680406093597412, -0.039068639278411865, 0.3026805818080902, 0.7936086654663086]"
316,"[-1.0401935577392578, -0.8133842945098877, 0.16449826955795288, 1.8952995538711548, 0.2831418514251709, -2.729458808898926, 1.6930867433547974, -0.6105314493179321, -1.1052311658859253, 0.5795881748199463]"
326,"[-1.230129599571228, 0.050113700330257416, 0.24760663509368896, 1.4485383033752441, -0.624154806137085, -1.771223545074463, 1.2146172523498535, -0.12498831748962402, -0.6583666801452637, 1.2330398559570312]"
336,"[-0.9981141686439514, -0.8739950060844421, 0.29038500785827637, 1.497675895690918, 0.5409149527549744, -3.7974586486816406, 1.6473551988601685, 0.17663659155368805, -0.3700237274169922, -0.5748024582862854]"
346,"[-1.4073693752288818, 0.3580363988876343, 0.2786599397659302, 1.4525617361068726, 0.005955803208053112, -2.634268045425415, 1.778268814086914, 0.0841713398694992, -0.3415490388870239, 1.246080756187439]"
356,"[-1.399941325187683, 0.20232753455638885, 1.0400389432907104, 0.8859589695930481, 1.4954956769943237, -2.6000654697418213, 2.2735862731933594, -0.14419469237327576, -0.4605575501918793, -0.43620651960372925]"
366,"[-0.3285347819328308, -0.3531742990016937, 1.394396185874939, 1.267295002937317, -0.001045875484123826, -2.6056909561157227, 1.8211500644683838, -0.4713385999202728, -0.19580084085464478, 0.7522318959236145]"
376,"[-0.8592157959938049, -0.05529714748263359, 0.6349218487739563, 1.4745278358459473, -0.8320669531822205, -2.816246509552002, 1.8068432807922363, 0.7267727851867676, 0.0177445188164711, 0.6045879125595093]"
386,"[-0.014534614980220795, 0.9812309741973877, 0.7757275104522705, 0.34549933671951294, -0.40168482065200806, -1.948875904083252, 1.3647373914718628, 0.21482393145561218, -0.8437293767929077, 1.8322216272354126]"
396,"[-0.23154494166374207, -0.6962830424308777, 1.245976209640503, 0.4905151128768921, -0.8248056769371033, -1.9745652675628662, 1.5412938594818115, 0.16142666339874268, -0.6840059161186218, 1.6907075643539429]"
406,"[-1.1654268503189087, -0.555553674697876, 0.1655375361442566, 1.1108191013336182, -0.9020818471908569, -1.8693463802337646, 1.189214825630188, 0.7591787576675415, 0.07390784472227097, 1.3682105541229248]"
416,"[-0.8115803599357605, 0.43447145819664, 0.388332337141037, 1.370853304862976, -0.3668708801269531, -2.4805915355682373, 1.4565256834030151, 1.0120913982391357, -0.15246601402759552, 1.2875339984893799]"
426,"[-0.9441115260124207, 0.14266806840896606, 0.3882903754711151, 0.676874041557312, -0.9369211196899414, -2.7064929008483887, 1.4618887901306152, -0.5348383188247681, -1.0348381996154785, 1.0389983654022217]"
436,"[-1.452294111251831, -0.7469369173049927, 0.6064382791519165, 1.4663513898849487, 0.9973503947257996, -2.6695621013641357, 0.8008347153663635, 0.5790372490882874, 0.254264235496521, 0.9767850637435913]"
446,"[-0.7786486744880676, 0.14695443212985992, 1.2697418928146362, 0.9653342962265015, -0.1057061180472374, -2.5168023109436035, 1.9040964841842651, 1.0282502174377441, -0.5771241188049316, 0.8171308040618896]"
456,"[-1.1457641124725342, -0.7145496010780334, 0.2256176471710205, 1.4604988098144531, -0.8080315589904785, -1.7931952476501465, 1.3179795742034912, 0.10485012084245682, -0.6105111837387085, 1.179959774017334]"
466,"[-1.1403653621673584, 0.6510042548179626, 0.9062025547027588, 0.49692627787590027, -0.6031842827796936, -2.0884945392608643, 1.3520021438598633, 0.3398493528366089, -0.9285711050033569, 1.0099992752075195]"
476,"[-1.170461654663086, 0.09625906497240067, 0.09476680308580399, 1.3644359111785889, -0.3507073223590851, -2.889873504638672, 1.4147608280181885, -0.09808370471000671, -0.5811388492584229, 0.36331042647361755]"
486,"[-1.5517799854278564, 0.9842575192451477, 0.34963953495025635, 1.481144905090332, -1.1228153705596924, -1.8732060194015503, 2.6994385719299316, 0.03341921046376228, -0.9371238946914673, 0.4572797119617462]"
496,"[-1.8418039083480835, 0.4022379219532013, -0.2474401444196701, 1.1906979084014893, 0.2642189860343933, -2.1700663566589355, 2.253274917602539, -1.1002237796783447, -0.761355459690094, 1.3554071187973022]"
506,"[-1.054120659828186, -0.6325420141220093, 0.03454325348138809, 1.145701289176941, -0.28578293323516846, -2.289022207260132, 1.8216629028320312, 0.19786329567432404, -0.12479835748672485, 1.4597203731536865]"
516,"[-0.7687577605247498, -0.3792200982570648, 0.2953411638736725, 0.9985591173171997, -0.7179946303367615, -2.31593656539917, 1.0179730653762817, 0.43867814540863037, 0.06921721249818802, 0.3726879954338074]"
526,"[-0.06110626831650734, -0.2933367192745209, 1.3328131437301636, -0.04907780885696411, -0.6592274308204651, -2.77962327003479, 1.5095864534378052, 0.19945846498012543, -0.15175224840641022, 1.01357901096344]"
536,"[-1.6064696311950684, -0.6258671283721924, -0.6658043265342712, 1.1881208419799805, -0.3911757469177246, -3.250063419342041, 0.9769166111946106, -0.18020525574684143, -0.8240816593170166, 0.3142526149749756]"
546,"[-0.35304972529411316, -0.47877535223960876, 1.8256186246871948, 0.9756820797920227, -0.05444929376244545, -1.9186614751815796, 1.4084086418151855, 0.32436603307724, 0.05568033084273338, 1.7362494468688965]"
556,"[-1.2839829921722412, -0.37499821186065674, 0.9906027913093567, 1.6675492525100708, 0.21978597342967987, -1.8919559717178345, -0.08611982315778732, -0.6135655045509338, -0.6233712434768677, 1.544416069984436]"
566,"[-0.2503785192966461, 0.00018610822735354304, 0.5406678318977356, 0.6111305356025696, -0.053599342703819275, -1.7448419332504272, 1.4837640523910522, 0.6161733269691467, -0.46255937218666077, 1.3632746934890747]"
576,"[-0.852676510810852, -1.1892118453979492, 0.45267340540885925, 1.7556047439575195, -1.0462541580200195, -2.689415693283081, 0.0030507254414260387, 0.48224973678588867, -0.7412472367286682, -0.04966096952557564]"
586,"[-0.2567938268184662, 0.3214952349662781, 0.6383066773414612, 0.6336647868156433, -0.30516818165779114, -2.773367404937744, 1.705626130104065, 0.8283520340919495, -0.5848139524459839, 1.5285284519195557]"
596,"[-0.33714184165000916, -0.654961109161377, -0.5390598773956299, 0.8896510601043701, -0.15792658925056458, -2.6577789783477783, 0.5911059379577637, 0.8621785640716553, -0.9956445693969727, 0.870637059211731]"
606,"[-0.4349977374076843, 0.8834707140922546, 0.8229406476020813, 2.359100580215454, -0.2992611527442932, -2.3045191764831543, 2.1665382385253906, -0.2707671821117401, 0.18344591557979584, 0.6445590853691101]"
616,"[-0.8425542116165161, 0.18614721298217773, 0.27478736639022827, 0.609988272190094, -0.9902127385139465, -2.211271286010742, 1.7498600482940674, 0.6726585030555725, -1.082621455192566, 1.710307240486145]"
626,"[0.08077766001224518, -0.14121472835540771, 0.9644597172737122, 1.6796464920043945, -0.7147269248962402, -2.2475883960723877, 1.4086343050003052, -0.20722223818302155, 0.24729236960411072, 2.4248437881469727]"
636,"[-1.5856974124908447, 0.11318511515855789, -0.3542104661464691, 1.0255545377731323, 0.4923761188983917, -3.127962112426758, 1.3629374504089355, -0.2416740208864212, -0.38389551639556885, 0.3366149663925171]"
646,"[-1.0737314224243164, -0.9351657629013062, 0.33838292956352234, 1.6451442241668701, -0.5241774916648865, -2.6245858669281006, 1.141493558883667, 0.028186066076159477, -0.3529280722141266, 0.5246202945709229]"
656,"[-0.8811661005020142, 0.640404999256134, 0.738902747631073, 1.5800938606262207, -0.6813499331474304, -1.940102458000183, 0.8974258303642273, 0.6304752826690674, -0.4943035840988159, 0.6654999256134033]"
666,"[-0.7856764197349548, -0.28595206141471863, 1.7342984676361084, 0.4127599895000458, -0.2723907232284546, -1.6988282203674316, 1.6751958131790161, -0.34494975209236145, -0.29852306842803955, 1.4735820293426514]"
676,"[-1.1885429620742798, -0.1694059669971466, -0.015146426856517792, 0.7691784501075745, -0.7613586783409119, -2.3035287857055664, 1.0824615955352783, 0.11837327480316162, 0.893630862236023, 1.4509042501449585]"
686,"[-0.98050457239151, -1.2743324041366577, 0.46175098419189453, 0.1587187498807907, -0.1372062861919403, -3.14778733253479, 0.3881600797176361, -0.07410484552383423, 1.0940042734146118, 1.5699907541275024]"
696,"[-0.5582519173622131, 0.1420070230960846, 0.882442057132721, 0.41144415736198425, -0.628715455532074, -2.3521270751953125, 1.3576462268829346, 0.6754448413848877, -0.6660029292106628, 1.2279714345932007]"
706,"[-0.7910148501396179, -0.2712516784667969, 0.9755533933639526, 0.7767623662948608, -0.15660451352596283, -1.5988746881484985, 1.7904034852981567, 0.6809298992156982, -0.40044814348220825, 0.9916214942932129]"
716,"[-1.2323311567306519, 0.44428443908691406, 0.46963393688201904, 0.7310572266578674, 0.010262315161526203, -2.7398743629455566, 2.2977468967437744, -0.0831213891506195, -0.39853614568710327, 1.0174769163131714]"
726,"[-1.3978794813156128, -0.6419884562492371, 0.863932192325592, 1.1731051206588745, -0.31087929010391235, -2.176203966140747, 1.2884142398834229, 0.35467851161956787, -0.564354658126831, 1.4243278503417969]"
736,"[-1.3326612710952759, -0.38288766145706177, 0.29256731271743774, 0.0970025584101677, -0.2925717830657959, -2.4489893913269043, 2.1220903396606445, 0.7518725991249084, -0.032910630106925964, 1.4115666151046753]"
746,"[-1.1397024393081665, -0.6206525564193726, -0.11031097918748856, 0.27287256717681885, 0.06891181319952011, -2.010087490081787, 1.2538971900939941, 0.38777971267700195, 0.4457738995552063, 1.6093617677688599]"
756,"[-1.473634123802185, 1.2642126083374023, -0.3279384970664978, -0.8842383027076721, -1.2810455560684204, -2.5248000621795654, 0.6016756892204285, 1.9416804313659668, -0.7477399706840515, 0.4526180326938629]"
766,"[-0.7546926140785217, -0.4164358675479889, 1.0543142557144165, 0.8812026977539062, 0.15645289421081543, -2.7459235191345215, 1.4681836366653442, 0.16036948561668396, 0.2816777527332306, 1.0738654136657715]"
776,"[-1.5825212001800537, -1.5566760301589966, 0.8639882802963257, 1.203432321548462, -1.1375900506973267, -1.7141448259353638, 1.5513038635253906, -0.6119138598442078, -1.3180794715881348, 1.0944985151290894]"
786,"[-1.8047980070114136, -0.7269172668457031, -0.7800045609474182, 2.122138738632202, 0.4875633716583252, -2.3088176250457764, 0.9659966826438904, -0.03166026249527931, -1.573604941368103, 1.0215836763381958]"
796,"[-0.272843599319458, -0.04371343553066254, 0.7951650023460388, 0.5682480335235596, -0.6564226746559143, -2.1963701248168945, 0.6012572646141052, -0.06887613236904144, -0.9258079528808594, 0.6956120729446411]"
806,"[-0.9235585331916809, 0.43457895517349243, 1.1468720436096191, -0.009728140197694302, -0.1141405776143074, -2.1962077617645264, -0.006691383197903633, 0.9338008761405945, -1.2303764820098877, 0.9886535406112671]"
816,"[-1.1992493867874146, 0.3639415204524994, 0.7064880728721619, 1.404891014099121, -0.6392292976379395, -1.9436122179031372, 0.9513965845108032, -0.19977900385856628, -0.8665876388549805, 0.9449744820594788]"
826,"[-0.6450576782226562, 0.28578856587409973, 2.2789671421051025, -0.6500548720359802, 0.5883636474609375, -1.282112717628479, 0.6242013573646545, 0.04790014028549194, -0.27857133746147156, 0.7911007404327393]"
836,"[-1.5318180322647095, 0.7402051687240601, 0.26605483889579773, -0.2365398108959198, 0.5034853219985962, -2.2703306674957275, 1.3851145505905151, 0.14587344229221344, 1.3192870616912842, 1.0199674367904663]"
846,"[-0.9952937960624695, 0.3074382543563843, 0.699748694896698, 0.9084293842315674, -0.7939285635948181, -2.6482558250427246, 1.2710093259811401, -0.05942901223897934, -0.4310072064399719, 1.3654621839523315]"
856,"[0.09980226308107376, 0.3512094020843506, 1.1200495958328247, 0.08360997587442398, -0.9102524518966675, -2.2841179370880127, 1.4794360399246216, 0.25985100865364075, -0.016062237322330475, 1.3016642332077026]"
866,"[-0.7465039491653442, -0.7623348236083984, -0.5214290022850037, 0.774316132068634, -0.24087348580360413, -1.8064512014389038, 3.477802038192749, 1.1570128202438354, -0.5281594395637512, 0.7114773392677307]"
876,"[-1.3612697124481201, -0.9845997095108032, 0.5254555344581604, 1.0211031436920166, -0.9908666014671326, -1.8162728548049927, 1.5813854932785034, 0.5100739598274231, -0.8237628936767578, 1.495194911956787]"
886,"[-0.5162385106086731, 0.001234159106388688, 1.388362169265747, 0.8041861057281494, 0.01110437884926796, -1.2301371097564697, 1.9490245580673218, 0.06557010114192963, -0.45858335494995117, 1.3759976625442505]"
896,"[-1.9088280200958252, 0.3307550847530365, -0.15004396438598633, 1.160540223121643, 0.1183866411447525, -2.764211893081665, 1.9262409210205078, 0.03397998958826065, 0.018519923090934753, 0.5461015701293945]"
906,"[-0.9148427248001099, 0.6647674441337585, 0.11593899875879288, 1.2509605884552002, -0.6962265372276306, -2.744751214981079, 0.8995246291160583, -1.7376623153686523, -1.7320138216018677, 2.716688871383667]"
916,"[-0.041998766362667084, -0.8612930178642273, 0.3668872117996216, 0.8809120655059814, -0.43092143535614014, -1.9933420419692993, 1.927001953125, 1.318569302558899, -0.7270587086677551, 2.032195568084717]"
926,"[-1.638058066368103, 0.2804073095321655, 0.2374906986951828, 1.4269328117370605, 0.37844258546829224, -2.512960910797119, 2.123749017715454, -0.6627357006072998, -0.23312492668628693, 1.2309722900390625]"
936,"[-1.7246891260147095, -0.23740005493164062, -0.3338196575641632, 1.1639927625656128, 0.117400623857975, -2.339718818664551, 1.2444535493850708, 0.49572715163230896, 0.2460629642009735, 0.5539311170578003]"
946,"[-0.26924777030944824, -0.273005872964859, 1.6573584079742432, 1.0625063180923462, -0.40869826078414917, -2.558185338973999, 0.890617847442627, 1.1359074115753174, -0.4810642600059509, 0.8343523144721985]"
956,"[-1.2879172563552856, 0.12096825987100601, 0.7767196893692017, 1.3179070949554443, -0.5845817923545837, -1.6931849718093872, 1.564714789390564, -0.05643412098288536, -1.1077262163162231, 1.4517521858215332]"
966,"[-0.1285044252872467, -0.9433167576789856, 1.3925625085830688, -0.06713779270648956, -0.7009697556495667, -2.267331838607788, 1.4182462692260742, 0.4545891582965851, -0.9082823991775513, 0.8051899671554565]"
976,"[-0.9193347692489624, 0.36110466718673706, 0.509013831615448, 0.9826750159263611, -0.7367686033248901, -2.108941078186035, 2.0589401721954346, -0.2751048505306244, -0.36800044775009155, 0.5201463103294373]"
986,"[-1.4359341859817505, -0.7691473960876465, 0.6279712915420532, -0.012018551118671894, -0.24881258606910706, -2.304462432861328, 3.0705087184906006, 0.07671187072992325, -0.6617545485496521, 0.3041591942310333]"
996,"[-1.0914127826690674, 0.023371722549200058, 0.7004414796829224, 0.8186902403831482, -0.8045629858970642, -2.6962814331054688, 1.4379422664642334, 0.234354168176651, -0.7215833067893982, 0.7281352877616882]"
1006,"[-0.8557702898979187, 0.5291894674301147, 0.8433483242988586, -0.10549197345972061, -0.7038459777832031, -3.180899143218994, 0.411450058221817, -0.13667353987693787, -0.1564948856830597, 1.0465792417526245]"
1016,"[-0.8830286860466003, -0.25660085678100586, 0.6615718007087708, 1.012050986289978, -0.30590054392814636, -2.3720176219940186, 1.5219393968582153, 0.3139858841896057, -0.45144474506378174, 1.3090628385543823]"
1026,"[-0.19047203660011292, -0.5860317349433899, 1.117284893989563, 0.5873852372169495, -0.26020294427871704, -2.447688579559326, 1.4171875715255737, -0.032707735896110535, -0.8817012906074524, 0.5735301971435547]"
1036,"[-1.4161994457244873, 0.3754221200942993, 1.346881628036499, 0.1940421313047409, -1.151163101196289, -1.766661524772644, 0.8897667527198792, 0.6035978198051453, -0.3574165999889374, 1.6152863502502441]"
1046,"[-0.8624831438064575, 0.9003289341926575, -0.3296085298061371, 1.3838186264038086, 0.970879077911377, -2.8906664848327637, 1.5080504417419434, -0.4191531836986542, 0.05796615406870842, 2.1500182151794434]"
1056,"[0.941159725189209, -0.04112058877944946, -1.5837053060531616, 0.2761954069137573, -0.3072013556957245, -4.1962738037109375, 1.1371724605560303, -0.2016041874885559, -0.38323086500167847, 0.30765268206596375]"
1066,"[-0.6365481019020081, -0.3879745900630951, 0.8621668815612793, 1.5526149272918701, -0.7443796992301941, -2.1748478412628174, 1.1236191987991333, 0.1162949874997139, 0.35493597388267517, 1.3548271656036377]"
1076,"[-2.1077935695648193, -0.7217785716056824, -1.8707926273345947, 1.6649328470230103, -0.17062154412269592, -0.8605151176452637, 2.1317074298858643, 1.2428297996520996, -1.2257033586502075, 1.8811520338058472]"
1086,"[-1.082888126373291, -0.24567225575447083, 0.32448065280914307, 0.5053502321243286, -0.11345367133617401, -2.7362072467803955, 1.6753727197647095, -0.40652117133140564, -0.21535244584083557, 1.6354708671569824]"
1096,"[-0.7110050320625305, -0.1891050487756729, 1.1598694324493408, 0.14494866132736206, -0.7553159594535828, -2.269827127456665, 1.2318789958953857, -0.5005220770835876, -0.27665430307388306, 1.138254165649414]"
