id,features
126,"[-0.41698014736175537, 0.034202490001916885, 0.3332933783531189, 0.3013954758644104, -0.05469254404306412, -0.2597769498825073, 0.674641489982605, 0.49613672494888306, -0.1276872456073761, -0.49498632550239563]"
136,"[1.1299211978912354, 0.9880796074867249, 0.9403773546218872, 1.8995206356048584, -0.1962975412607193, 0.15341825783252716, 1.0295556783676147, 2.0885980129241943, -1.0970412492752075, -0.28814083337783813]"
146,"[0.16442357003688812, -0.37692713737487793, -0.12253457307815552, 0.9222256541252136, -0.37260890007019043, -0.695358395576477, 1.0755313634872437, 1.3180820941925049, -0.3871500492095947, -1.9562612771987915]"
156,"[0.5724442601203918, -0.23903559148311615, -0.145532488822937, 0.5486816167831421, 0.9987296462059021, -1.6204540729522705, 0.2684679925441742, -0.11636234074831009, -0.6647571325302124, -0.07139836251735687]"
166,"[0.1493413895368576, 1.9938844442367554, -0.1211131140589714, 0.7041496634483337, 1.035644292831421, -1.1702698469161987, -0.558255136013031, 0.34825465083122253, 0.5252797603607178, 0.4381895661354065]"
176,"[-0.17364944517612457, 0.08019863814115524, 1.0133763551712036, 0.3669087588787079, 0.23438353836536407, -0.819808840751648, 0.24824994802474976, -0.48617464303970337, -0.6682231426239014, 0.3554767668247223]"
186,"[-0.7554748058319092, 0.233603835105896, 0.16724932193756104, 0.38260558247566223, -0.07911045104265213, -0.3154325485229492, 0.7579569220542908, 0.11071112751960754, 0.4649263918399811, -0.1024436503648758]"
196,"[-0.48602110147476196, 0.4851882755756378, -0.22532261908054352, 0.2833733558654785, -0.05949107185006142, -0.724921464920044, 0.44875627756118774, 0.024082032963633537, -0.16241654753684998, -0.2689457833766937]"
206,"[0.6550614833831787, -0.07771327346563339, 1.0654221773147583, 0.7489920854568481, 1.0114567279815674, -0.9205360412597656, 0.15317684412002563, 0.04567378759384155, -0.9129148721694946, 0.3730735182762146]"
216,"[-0.39449140429496765, 0.7608031034469604, -0.10411176830530167, 0.09993728995323181, -0.009005943313241005, -0.46082594990730286, 0.7783527970314026, -0.3581160604953766, 0.5859329700469971, 0.494311660528183]"
226,"[-0.09979701787233353, 0.0503852516412735, -0.07324550300836563, 0.05899718776345253, 0.06347709894180298, -0.2764590084552765, 0.3258543908596039, -0.012055786326527596, 0.08700522035360336, 0.13042795658111572]"
236,"[-0.34946417808532715, -0.08111809194087982, 0.3614242970943451, 0.9173794388771057, 0.14758673310279846, -0.33368659019470215, 0.5009790658950806, 0.03666795790195465, -0.144745871424675, 0.3429233729839325]"
246,"[-0.40616747736930847, 0.13437418639659882, 0.7669500708580017, 0.08642241358757019, 0.0988212525844574, -0.7583494186401367, 0.36430028080940247, 0.3074890375137329, -0.4535198509693146, 0.6093907356262207]"
256,"[-0.752814531326294, 0.3877544403076172, 0.39156609773635864, 0.8943189978599548, 0.1194608062505722, -0.2967797517776489, 0.3665616810321808, 0.22514604032039642, -0.12876881659030914, -0.15315136313438416]"
266,"[-0.18428990244865417, 0.024297397583723068, 0.2639562785625458, 0.3335241675376892, 0.23229017853736877, -1.0354543924331665, 0.26255518198013306, 0.4280445873737335, 0.6769079566001892, 0.17295819520950317]"
276,"[-0.2778165638446808, 0.12205152958631516, 0.1478264182806015, 0.8242489099502563, -0.07497528940439224, -0.15881164371967316, 0.8148241639137268, -0.07998734712600708, 0.29269927740097046, 0.07004719972610474]"
286,"[-0.0947435051202774, -0.18156355619430542, 0.10366152226924896, 0.19305409491062164, -0.048982273787260056, -0.5064014792442322, 0.556090772151947, 0.0879160687327385, -0.10001518577337265, 0.3160851001739502]"
296,"[-0.1130596175789833, 0.4032689034938812, 0.23581914603710175, -0.3564051687717438, -0.21209585666656494, -1.0703544616699219, 0.4419732093811035, 0.0647767186164856, -0.15876837074756622, 0.7367479801177979]"
306,"[-0.49314507842063904, 0.1974448561668396, 1.3313406705856323, -0.09537458419799805, 0.6608747243881226, -1.0436416864395142, 0.1516895592212677, -0.07203604280948639, -0.2965465486049652, 0.34098511934280396]"
316,"[-0.5329985022544861, -0.2418547421693802, 0.03554615378379822, 0.33445021510124207, 0.2640140652656555, -0.7898949980735779, 0.4220111072063446, -0.20736083388328552, -0.21078068017959595, 0.08002039790153503]"
326,"[-0.24607045948505402, 0.2217496633529663, 0.9962249994277954, 0.06620194017887115, -0.07741553336381912, -0.9244689345359802, 0.23991428315639496, 1.2665654420852661, -0.06052296981215477, 0.24999497830867767]"
336,"[-0.013575013726949692, 0.8902052044868469, -1.0463972091674805, 0.2846136689186096, 0.06395845860242844, -1.7760916948318481, -0.6271998882293701, -1.7852113246917725, -0.8420253396034241, -0.5596557855606079]"
346,"[-0.47263455390930176, 0.3570946156978607, 0.33252614736557007, 0.4919205605983734, 0.22899451851844788, -1.0984007120132446, 0.13461105525493622, 0.7581284642219543, -0.03402508795261383, -0.20709967613220215]"
356,"[-0.3835318684577942, -0.15189401805400848, 0.08077976852655411, 0.4579761028289795, -0.2258264273405075, -0.9359109401702881, 0.34338057041168213, 0.16571108996868134, 0.3928716480731964, 0.47086256742477417]"
366,"[-0.6700195074081421, 0.6981447339057922, -0.09356366097927094, 0.07879408448934555, 0.18088026344776154, -0.1436213105916977, 1.0026519298553467, 0.7748735547065735, -0.520772397518158, 0.029142089188098907]"
376,"[-0.6807423830032349, 0.06842244416475296, 0.3756219446659088, 0.3263109624385834, -0.12301026284694672, -0.7845823764801025, 0.38721781969070435, 0.13799619674682617, 0.01245996542274952, -0.3114345967769623]"
386,"[-1.0549787282943726, -0.3934992253780365, -0.3584541380405426, 0.05112598463892937, -0.012607757933437824, -0.4677307903766632, 1.124350905418396, 1.3300304412841797, -0.5907132625579834, -0.9633520245552063]"
396,"[-0.17846551537513733, 0.044895973056554794, 0.519420325756073, 0.252567857503891, -0.1280776709318161, -0.8291873335838318, 0.4559720754623413, 0.15449358522891998, -0.3491918742656708, 0.16957713663578033]"
406,"[0.18803362548351288, 0.9388492107391357, 0.35465067625045776, 1.3575713634490967, 0.08083578199148178, -0.6479912400245667, 0.5025324821472168, -0.1929282546043396, 0.2797384262084961, 0.7069582939147949]"
416,"[-0.4117300510406494, 0.39808639883995056, 0.1786525845527649, 0.7228601574897766, 0.42013150453567505, -0.6164121031761169, 0.500264585018158, -0.11436185985803604, -0.23644591867923737, -0.5973182916641235]"
426,"[-0.6562100648880005, 0.47560206055641174, 0.23460780084133148, -0.03843259811401367, -0.2802532911300659, -0.5953635573387146, 0.7598721981048584, -0.03131068870425224, -0.5129582285881042, -0.4789330065250397]"
436,"[0.30993402004241943, -0.010216410271823406, -0.04382254183292389, 1.0269269943237305, -0.27427050471305847, -0.604677677154541, 0.7439286112785339, -0.46219781041145325, -0.22300054132938385, -0.4147873818874359]"
446,"[-0.20017993450164795, -0.06124424934387207, 1.1685268878936768, 0.21467548608779907, 0.3539595901966095, -0.8641347289085388, 0.30020424723625183, 0.11987928301095963, -0.5122120976448059, 0.22832711040973663]"
456,"[-0.015084694139659405, 0.46900925040245056, 0.6114564538002014, 0.5313780307769775, -0.14367413520812988, -0.6739247441291809, 0.5198062658309937, 0.3534625768661499, -0.04079458490014076, 0.5647634267807007]"
466,"[-0.5966781973838806, 0.7404571175575256, 0.10582338273525238, 0.3732944130897522, 0.06178838759660721, -0.4130977392196655, 0.3642919361591339, -0.5293489694595337, -0.26890432834625244, 0.34716370701789856]"
476,"[-0.6254779696464539, -0.9464836716651917, 1.2672126293182373, 0.06458859145641327, 0.8461347222328186, -0.7248578071594238, 0.6575493216514587, 0.09132430702447891, -0.04523828253149986, -0.6878323554992676]"
486,"[-0.8964231014251709, 0.19215697050094604, 0.6403616070747375, 0.7839277386665344, -0.0017922685947269201, -0.07296769320964813, 0.5522762537002563, -0.29767581820487976, 0.5094638466835022, 0.1885574907064438]"
496,"[0.9308401346206665, 0.8447242975234985, 0.9299681782722473, 0.6282812356948853, 0.5240867733955383, -0.38930150866508484, 0.7042007446289062, -1.1245826482772827, -1.2591265439987183, 0.6371910572052002]"
506,"[0.4304071366786957, 0.22511422634124756, 0.9300029277801514, 0.1333938091993332, 0.6011694073677063, -0.07810241729021072, 0.9885464906692505, 0.7687445282936096, -0.4011554419994354, 0.9491782784461975]"
516,"[-0.34308114647865295, -0.24422313272953033, 0.37158942222595215, 0.5570769906044006, 0.28168773651123047, -0.8551374077796936, 0.48782145977020264, -0.12514223158359528, -0.06935268640518188, -0.6136950254440308]"
526,"[-0.501583993434906, 0.8421401381492615, 1.4544473886489868, -0.339838445186615, -2.4870445728302, 0.5883340835571289, 0.7345861196517944, 2.4127354621887207, 1.6740806102752686, 0.36803701519966125]"
536,"[-1.0898135900497437, -1.1238981485366821, 1.1259011030197144, -0.3002040386199951, 0.7338294982910156, -1.3544890880584717, -0.23435543477535248, -1.0276976823806763, 0.18513333797454834, -0.29718244075775146]"
546,"[-0.600628674030304, 0.13517558574676514, 0.2772083878517151, 0.45875367522239685, 0.3196759819984436, -0.04422676935791969, 0.567234218120575, -0.40759825706481934, -0.6679523587226868, -0.2068169116973877]"
556,"[-0.4735863506793976, 0.217206209897995, 0.5478945970535278, -0.04846221208572388, 0.22115924954414368, -0.8371199369430542, 0.5819418430328369, 0.3854304552078247, -0.1810692548751831, 0.5322141051292419]"
566,"[-0.07417058199644089, 0.535541832447052, 1.3570550680160522, -0.024578208103775978, 0.47278839349746704, -0.38442495465278625, 1.0828602313995361, 0.008555484004318714, 1.3705174922943115, 0.20225666463375092]"
576,"[-0.1999223530292511, 0.32190608978271484, 0.07704824209213257, 0.010117189027369022, -0.23861747980117798, -0.6839839816093445, 0.47203606367111206, 0.002429929096251726, -0.12230034172534943, 0.2763744294643402]"
586,"[-0.9991341829299927, 0.03590331971645355, 0.2477017343044281, 0.4724838435649872, -0.15269313752651215, -0.7577272653579712, -0.02258141152560711, -0.15412352979183197, 0.1855313777923584, 0.0050911810249090195]"
596,"[-0.345306932926178, 0.46389004588127136, 0.32210010290145874, 0.7099846005439758, -0.03253339231014252, -0.9739983677864075, -0.12599149346351624, 0.7923784255981445, -0.41228315234184265, 0.2046346217393875]"
606,"[0.14112253487110138, 0.9035730361938477, 0.24605101346969604, 0.6605414748191833, 0.5268769264221191, -0.5498557686805725, 0.5632489323616028, -0.3268243670463562, -0.33592668175697327, -0.30463775992393494]"
616,"[-0.5133628249168396, 0.2587846517562866, 0.23482325673103333, 0.7548403739929199, 0.07938800007104874, -0.6357952952384949, 0.10077736526727676, 0.6889079213142395, -0.5677043199539185, 0.10605267435312271]"
626,"[-0.5282065272331238, 0.8904452919960022, 0.9143053889274597, 0.6952077150344849, -0.4184955954551697, 0.1182122603058815, 1.5609455108642578, -0.23612554371356964, -0.2767440974712372, -0.9456026554107666]"
656,"[-0.11318624764680862, 0.42257294058799744, -0.03516296297311783, 1.6227405071258545, 0.3782186806201935, -0.312583863735199, -0.13342441618442535, 0.6230008006095886, 0.30847564339637756, 0.5290927886962891]"
666,"[-0.24630388617515564, -0.34686675667762756, 0.6301126480102539, -0.11163947731256485, 0.5833022594451904, -1.6459167003631592, -0.251966655254364, 1.5401510000228882, -0.3582708239555359, -0.01089106872677803]"
696,"[-0.5374730229377747, -0.1612328439950943, 0.8133862614631653, -0.35618939995765686, 0.7283328771591187, -0.7038257718086243, 0.3483954966068268, 0.8819112777709961, 0.05463032051920891, 0.7236300110816956]"
706,"[-0.5059808492660522, -0.18787457048892975, -0.3377615213394165, 0.3891001045703888, 0.012404625304043293, -0.6155409216880798, 0.48227134346961975, 0.023717323318123817, 0.17327480018138885, 0.286174476146698]"
716,"[0.5837233066558838, -0.7540819048881531, -0.7171164751052856, 0.13993501663208008, 0.9319554567337036, -1.1888266801834106, 0.32893702387809753, 0.718324601650238, -1.8302547931671143, -0.6992345452308655]"
726,"[-0.9783855676651001, 0.0291873998939991, 1.2830085754394531, -0.07181692868471146, 0.6201705932617188, -0.5548901557922363, 0.6279013156890869, 0.3118598461151123, 0.08350571244955063, -0.22860194742679596]"
736,"[-0.64814293384552, -0.17148785293102264, -0.1522991955280304, 0.48636767268180847, 0.07047286629676819, -0.733603835105896, 0.27182313799858093, 0.013775703497231007, 0.1080457866191864, 0.030245158821344376]"
746,"[-0.6351480484008789, -0.6612294912338257, 0.397553026676178, 0.3562878668308258, -0.028082432225346565, -0.7447395920753479, -0.013352867215871811, 0.2030244916677475, -1.2364856004714966, 0.36915770173072815]"
756,"[0.13832999765872955, 0.5735604166984558, 0.32930299639701843, 0.04452696815133095, 0.5367393493652344, -0.765134871006012, 0.33200234174728394, 0.17626073956489563, -0.1544116586446762, 0.7166908979415894]"
766,"[-0.3630453050136566, 0.3429712951183319, 0.3939412236213684, 0.07502354681491852, 0.704462468624115, -1.3946986198425293, -0.02361217327415943, 0.34151047468185425, -0.5600901246070862, -0.2703985869884491]"
776,"[-0.8789486885070801, 1.3376941680908203, 0.6406079530715942, 0.544002890586853, 0.7970447540283203, -0.018833786249160767, 0.5690765976905823, -0.6952521204948425, -0.4346475303173065, 1.061086654663086]"
786,"[-0.6388306021690369, -0.03672175854444504, 0.13807430863380432, 0.5307765007019043, -0.4368203282356262, -0.5102475881576538, 0.6416648626327515, -0.5301550030708313, 0.03800080344080925, -0.3102695047855377]"
796,"[-0.18730328977108002, 0.16348613798618317, 0.9836360812187195, -0.1319950371980667, -0.02407379262149334, -0.8277965784072876, 0.2593824565410614, 0.36457863450050354, -0.4410422146320343, 0.21220606565475464]"
806,"[0.34105974435806274, -0.10898816585540771, 0.2730601131916046, -0.054573122411966324, -0.1534760594367981, -1.067710041999817, 0.37504738569259644, 1.5218148231506348, -0.2735684812068939, -0.5148314237594604]"
826,"[-0.030217112973332405, -0.08477577567100525, -0.05850454792380333, 0.08332120627164841, 0.005145824048668146, -0.11662572622299194, 0.028088325634598732, -0.029333055019378662, 0.03273088485002518, 0.08721372485160828]"
836,"[-0.3350673019886017, -0.36798930168151855, 0.27019360661506653, 0.7031925320625305, 0.07931160926818848, -0.6478039026260376, 0.510664165019989, -0.3565993905067444, 0.24090492725372314, -0.4927766025066376]"
846,"[0.3029416799545288, -0.2978214621543884, 1.3651471138000488, 0.07062701880931854, 0.7113938927650452, -1.2751991748809814, 0.3239310383796692, -1.7035478353500366, -0.06902746856212616, 0.34412360191345215]"
866,"[-0.2689193785190582, -0.0622725673019886, 0.6412121057510376, -0.05062837898731232, 0.08927585929632187, -1.1433401107788086, 0.3956831395626068, -0.11531661450862885, -0.4303015172481537, -0.12859083712100983]"
876,"[-1.584236979484558, 0.5484852194786072, -0.32304587960243225, -0.18415367603302002, -0.68215411901474, 0.8896856904029846, 1.1687736511230469, 0.05220670998096466, -0.7898175120353699, 1.0597106218338013]"
886,"[-0.5486645102500916, 0.41499751806259155, -0.12358175218105316, 0.2206302136182785, -0.17704343795776367, -0.5249902606010437, 0.6841295957565308, -0.5884464383125305, 0.25795334577560425, -0.18540890514850616]"
896,"[-1.3191550970077515, 0.28031134605407715, 1.3439950942993164, -0.12876032292842865, 0.3159256875514984, -0.2911226153373718, 0.28446415066719055, -0.22473455965518951, -0.23578134179115295, 0.41842034459114075]"
906,"[-0.6972662210464478, 0.08601217716932297, 0.7853750586509705, 0.14424319565296173, -0.0746576115489006, -1.0594234466552734, 0.19986440241336823, -0.12785573303699493, -0.38110852241516113, -0.06111210584640503]"
916,"[-0.7421035170555115, 0.1101798266172409, 0.907814085483551, 0.3714683949947357, 0.1057303324341774, -0.9943533539772034, 0.026666752994060516, 0.18437260389328003, -0.13108699023723602, 0.2059849053621292]"
926,"[-0.7277945876121521, 0.3083347678184509, 1.0711396932601929, 0.1820932924747467, -0.130605086684227, -0.8515371084213257, 0.25193411111831665, 0.24628521502017975, -0.4477952718734741, 0.009781379252672195]"
936,"[-0.6519140601158142, 0.1380571573972702, 1.10775625705719, 0.10846676677465439, -0.01956772431731224, -1.2476849555969238, 0.006613950245082378, 0.10446003824472427, -0.036044180393218994, -0.26423394680023193]"
946,"[-0.8527548909187317, 0.15507380664348602, 0.648065984249115, 0.09555456042289734, -0.34632033109664917, -1.0381507873535156, 0.15957197546958923, 0.3602604269981384, -0.35920482873916626, -0.3469352126121521]"
956,"[-0.49496200680732727, 0.10376160591840744, 1.0331228971481323, 0.5512649416923523, 0.8765687346458435, -0.8221383690834045, -0.07203412801027298, -0.7348771691322327, -0.40216463804244995, 0.5697057247161865]"
966,"[1.1312838792800903, 0.36835381388664246, 1.1309996843338013, 1.0226585865020752, 0.015562735497951508, -0.25028929114341736, 1.3672192096710205, 1.1776589155197144, -0.03209655359387398, 0.2826431691646576]"
976,"[-0.26843950152397156, -0.15267270803451538, 0.7313223481178284, 0.4105544090270996, -0.26094290614128113, -1.064064621925354, 0.2345343977212906, 0.235788494348526, 0.03819860890507698, -0.38556647300720215]"
986,"[-0.4170885980129242, 0.027163730934262276, 0.8249015212059021, 0.8637496829032898, -0.1677638739347458, -0.46400848031044006, 0.409089058637619, 0.4763696789741516, -0.0012780922697857022, 0.02188371866941452]"
996,"[-0.10846831649541855, 0.25755253434181213, 0.08162665367126465, 0.348596453666687, 0.34279683232307434, -0.6584357619285583, 0.8159691691398621, -0.5802158713340759, 0.18078313767910004, -0.04546106606721878]"
1006,"[-0.15184476971626282, -0.1228194534778595, 0.21630485355854034, 0.41311854124069214, -0.43741121888160706, -0.5728513598442078, 0.8364410996437073, -0.47007855772972107, 0.26325395703315735, -0.23895061016082764]"
1016,"[-0.9205007553100586, 0.11436796933412552, 0.4529092013835907, 0.4791775047779083, 0.15344224870204926, -0.9261546730995178, -0.11385099589824677, -0.07394928485155106, -0.2145126312971115, -0.24579909443855286]"
1026,"[0.36481744050979614, 0.4531797766685486, 0.8551841974258423, 1.413049340248108, 0.08420319110155106, -0.9143420457839966, 0.08791442215442657, 0.4209698438644409, -0.17209824919700623, 0.04808168485760689]"
1036,"[-0.6043511033058167, 0.032530881464481354, -0.19341635704040527, 0.24321359395980835, -0.5268521308898926, -0.8257211446762085, 0.45146116614341736, 0.01722058653831482, -0.3184533715248108, 0.3393835425376892]"
1046,"[0.018906928598880768, 0.7672650218009949, 1.4633171558380127, 0.6784462928771973, 1.1800543069839478, -0.6254312992095947, 0.31484857201576233, -0.12428773939609528, 0.00573600921779871, 0.9220191836357117]"
1056,"[0.24576061964035034, -0.4636186957359314, 0.5596065521240234, 0.7447092533111572, -0.3281305134296417, -0.4539376199245453, 0.418353408575058, -0.03301026672124863, -0.06886988878250122, 0.749428927898407]"
1066,"[-0.42551425099372864, -0.08521272242069244, 1.202518343925476, 0.5863505005836487, 0.22730374336242676, -0.9306797385215759, 0.08808522671461105, 0.016162311658263206, -0.4223029613494873, 0.04820626229047775]"
1076,"[-0.5020831823348999, 0.44059035181999207, 1.1560404300689697, -0.42944854497909546, 0.5058488845825195, -1.4606263637542725, -0.10025756061077118, 0.003167978022247553, -0.4211597740650177, -0.2720835506916046]"
1086,"[-0.6060611009597778, 0.014328151941299438, 0.823199450969696, 0.05194329470396042, -0.044805511832237244, -1.137819528579712, 0.2147740125656128, 0.022968709468841553, -0.11481619626283646, -0.03859446570277214]"
1096,"[-0.3534334599971771, -0.07800258696079254, 0.9309298992156982, 0.17601434886455536, 0.020192129537463188, -0.7851513028144836, 0.30858972668647766, 1.1030857563018799, -0.17779019474983215, 0.14703388512134552]"
1116,"[-0.039311595261096954, 0.2810365855693817, 1.3652135133743286, -0.07713360339403152, 0.46504276990890503, -0.6596922278404236, 0.40123575925827026, -0.37845706939697266, -0.35776445269584656, 0.5093792676925659]"
1126,"[-0.19906312227249146, 0.42667296528816223, 0.14980986714363098, 0.46468889713287354, 0.7540400624275208, -0.5827224254608154, 0.3620721101760864, -0.10720714926719666, 0.01698838546872139, 0.049847327172756195]"
1136,"[-0.18351227045059204, 0.2524526119232178, 0.3472209572792053, 0.12460583448410034, -0.22727493941783905, -0.8456624150276184, 0.6188059449195862, -0.014031215570867062, -0.4990403354167938, 0.5151678323745728]"
1176,"[0.136038675904274, 0.15227960050106049, 1.0097099542617798, -0.2674848735332489, 0.4850335717201233, -1.2853114604949951, 0.025942711159586906, 0.12128867954015732, 0.17068973183631897, 0.5332310795783997]"
1186,"[0.034166187047958374, 0.17021475732326508, 0.7112966179847717, 0.04602028429508209, 0.0660112276673317, -0.6585891842842102, 0.6877828240394592, 0.6514829397201538, -0.5068687796592712, 0.12778465449810028]"
1196,"[-0.3243376314640045, -0.10791142284870148, 0.023379266262054443, 0.24557431042194366, -0.1687123328447342, -1.036133885383606, 0.16196277737617493, 0.02381621114909649, -0.5011606812477112, 0.6298471093177795]"
1206,"[0.16859030723571777, 0.7363088726997375, 0.4540700912475586, -0.2597905695438385, -0.20076385140419006, -0.9956483244895935, 0.5934509634971619, 0.2432471662759781, -0.43997010588645935, 0.33729758858680725]"
1216,"[-0.34594404697418213, -0.34265223145484924, 0.10175317525863647, -0.24844491481781006, 1.2846840620040894, -1.0169610977172852, 0.4467150568962097, 0.9097975492477417, -0.835581362247467, 0.29971954226493835]"
1226,"[-0.5146188139915466, -0.010515773668885231, 0.4307050108909607, 0.6111096739768982, -0.22039306163787842, -1.1453521251678467, -0.1589755415916443, 0.035078853368759155, -0.2952684164047241, 0.04557368904352188]"
1236,"[-0.26722070574760437, 0.5547592639923096, 0.8748989105224609, 0.12047991901636124, 0.5468606352806091, -0.5604627132415771, 0.2921121120452881, 0.10590797662734985, -0.6811197996139526, 0.9230393767356873]"
1246,"[-0.39860662817955017, -0.3075520098209381, 0.4534217119216919, 0.2472691833972931, 0.2538091838359833, -0.7765542268753052, 0.6170898675918579, 0.6848887205123901, 0.2294989377260208, 0.3936103880405426]"
1256,"[-0.3593389391899109, 0.49862033128738403, 0.7812502384185791, 0.10639562457799911, -0.2395339459180832, -1.0854389667510986, 0.15009403228759766, -0.14616583287715912, -0.5423235893249512, 0.10204310715198517]"
1266,"[-0.10184156894683838, 0.056897252798080444, 0.33178073167800903, 0.026887284591794014, -0.4995560944080353, -0.9912132620811462, 0.5747610926628113, 0.0894179493188858, -0.4062199294567108, 0.07205335050821304]"
1276,"[-0.18288494646549225, 0.2599727511405945, 0.591663122177124, 0.14863605797290802, -0.5004610419273376, -1.1140416860580444, 0.34583207964897156, 0.19754047691822052, -0.0796193853020668, 0.09894998371601105]"
1286,"[-0.7932896614074707, 0.22640106081962585, -0.010054972022771835, 0.6398169994354248, 0.12873601913452148, -0.5864133238792419, 0.4197518825531006, 0.8309120535850525, 0.20969006419181824, 0.2741527557373047]"
1296,"[-0.4474538266658783, -0.02083762176334858, 1.162092924118042, 0.25021666288375854, 0.31846633553504944, -0.7530508041381836, 0.15378563106060028, 0.3841741383075714, -0.4558553099632263, 0.32867878675460815]"
1306,"[-0.7148615717887878, -0.5793181657791138, 1.172247052192688, -0.12156622111797333, 1.2485418319702148, -0.774433970451355, 0.3018372654914856, -0.3711588978767395, -0.9501962065696716, 0.14647598564624786]"
1316,"[-0.25632983446121216, -0.08294850587844849, 0.42742258310317993, 0.4470515251159668, -0.18942487239837646, -0.6945751309394836, 0.4962383210659027, 0.005224307533353567, -0.07479456067085266, 0.13492745161056519]"
1326,"[-0.14641539752483368, 0.6524802446365356, -0.23063604533672333, 0.1530938446521759, 0.548631489276886, -1.1241796016693115, 0.02353995479643345, 0.10421115159988403, 0.09384389966726303, -0.5060476064682007]"
1336,"[0.8155451416969299, 0.864974319934845, -0.36161723732948303, 0.22021876275539398, 0.15521855652332306, -1.2159589529037476, 0.1200638860464096, 0.41346511244773865, 0.11309497803449631, -0.2869012951850891]"
1346,"[0.005824433173984289, 0.5640198588371277, 0.24125444889068604, 0.5547705888748169, 0.048512428998947144, -0.8880994915962219, 0.4893200695514679, 0.15981008112430573, -0.6728547811508179, -0.6119204759597778]"
1356,"[-0.5254677534103394, -0.16487599909305573, 0.1771453320980072, 0.45253053307533264, 0.0871819257736206, -0.9130153656005859, 0.08063749223947525, -0.12721291184425354, -0.5147425532341003, 0.1693897545337677]"
1366,"[0.15374542772769928, -0.23289074003696442, 0.6713829040527344, -0.03120579943060875, -0.20924487709999084, -1.1967498064041138, 0.25428128242492676, 0.6321932673454285, 0.011838369071483612, -0.49987518787384033]"
1376,"[-0.669954776763916, -0.030716722831130028, 0.35940998792648315, 0.5410541892051697, -0.1182134747505188, -0.7742361426353455, 0.13716287910938263, -0.17159157991409302, -0.4183422923088074, 0.10178065299987793]"
1386,"[-0.1021248996257782, -0.018962085247039795, -0.015877649188041687, 0.12779459357261658, -0.069719597697258, -0.13545766472816467, 0.131122887134552, -0.0019881681073457003, -0.009590732865035534, 0.09536192566156387]"
1396,"[-0.3569394052028656, -0.1465969979763031, 0.3476739525794983, 0.4002465307712555, 0.04907373711466789, -0.727131724357605, 0.5086057186126709, -0.17122937738895416, -0.00643571000546217, 0.37417072057724]"
1406,"[-0.9648814797401428, 0.2090788632631302, 0.07477399706840515, 0.050011638551950455, 0.32846584916114807, -1.042319893836975, -0.9195998907089233, -0.1445639282464981, -1.9887681007385254, 0.6427468657493591]"
1416,"[-0.545466423034668, 0.18975064158439636, 0.8231484889984131, 0.5492563247680664, 0.48801112174987793, -0.21579860150814056, 0.5062349438667297, 0.9152601957321167, 0.4607321619987488, 0.5898799300193787]"
1426,"[-0.9138726592063904, -0.4577772915363312, 0.22945962846279144, 0.46121007204055786, -0.7376006841659546, -0.25098350644111633, 0.2664790451526642, 1.270491600036621, 0.14390279352664948, -0.23645909130573273]"
1436,"[-1.443556308746338, -2.296520233154297, 0.4626372456550598, 0.18927785754203796, -0.9836161136627197, -0.2677571475505829, -0.3020169734954834, -0.9275057911872864, -0.7024006247520447, 0.7018508911132812]"
1446,"[-0.5979145765304565, -0.19668148458003998, 1.0213037729263306, 0.11239136755466461, 0.37391990423202515, -0.7520958185195923, 0.08549591153860092, 0.455722838640213, -0.2440873235464096, 0.6272437572479248]"
1456,"[-0.903317391872406, -0.0032024586107581854, 0.38061538338661194, 0.18020831048488617, 0.9370331168174744, -0.6402191519737244, 0.14381162822246552, -0.20581886172294617, 0.41644009947776794, -0.18071110546588898]"
1466,"[-0.31086719036102295, -0.009692424908280373, 0.4115338623523712, -0.09508074820041656, 0.043558068573474884, -1.0765771865844727, 0.5451988577842712, 0.20395036041736603, -0.11797153204679489, -0.08129960298538208]"
1476,"[-0.4387466013431549, 0.6074694395065308, -0.0981455147266388, -0.13218015432357788, -0.3447991609573364, -0.7359663844108582, 0.6643124222755432, 0.6522932052612305, 0.0801297128200531, 0.10673516243696213]"
1486,"[0.5006722211837769, 0.40173304080963135, 1.980523943901062, 1.3166769742965698, 0.9079830050468445, -0.3183118999004364, 0.24345983564853668, 0.22752745449543, -0.4439161717891693, 0.06573566049337387]"
1496,"[0.27636978030204773, -0.1863265484571457, 0.8331460952758789, 0.6829765439033508, -0.01795787923038006, -0.6207432746887207, 0.9604319334030151, 0.2951304018497467, 0.5603097081184387, -0.5657705068588257]"
1516,"[-0.45667821168899536, 0.045070286840200424, 0.8739767074584961, 0.33291053771972656, 0.6712630391120911, -0.4649049937725067, 0.507196843624115, 0.5561376214027405, -0.6918221116065979, 0.30923792719841003]"
1526,"[0.2714342176914215, 0.367223858833313, 0.3146137297153473, 0.8267080187797546, 0.050717148929834366, -0.37902405858039856, 1.025770664215088, 0.36908870935440063, 0.10240021347999573, -0.45087915658950806]"
1546,"[0.9349642395973206, -0.6197192668914795, 1.3336740732192993, -0.24166515469551086, -0.43746429681777954, -0.7884060144424438, 1.1167234182357788, 0.27780163288116455, 0.6306652426719666, 0.38568007946014404]"
1556,"[-0.05066581442952156, 0.008687429130077362, -0.044908471405506134, 0.778435230255127, -0.00670140516012907, -0.38400548696517944, 0.38967329263687134, 0.012142294086515903, 0.07477857172489166, -0.266349196434021]"
